call_id,city,state,category,subcategory,total_seconds,resolution,transcript
C580072362,Honolulu,HI,Plans & Features,Voicemail,504,Pending customer action,"Agent (Logan): Thanks for calling T-Mobile, this is Logan. How can I help you today?
Customer: Hi, I'm calling from Honolulu, HI. Visual voicemail isn't loading.
Agent (Logan): I can help with that. Let me pull up your account.
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Agent (Logan): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Agent (Logan): We’ll follow up once we have an update.
Customer: Okay, I'll wait for the update."
C576778312,Honolulu,HI,Billing & Payments,Promo Not Applied,483,Goodwill credit issued,"Agent (Quinn): Hi, Quinn here with T-Mobile Support—how may I assist?
Customer: Hi, I'm calling from Honolulu, HI. The trade-in promo didn't apply.
Agent (Quinn): I'm pushing a network refresh; please toggle airplane mode.
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Agent (Quinn): I'm checking logs and applying updates on my end.
Agent (Quinn): You're all set. Anything else I can do for you today?
Customer: Thanks, that fixed it."
C771662404,Seattle,WA,Devices & Orders,Device Setup,1133,Replacement device shipped,"Agent (Avery): Hi, Avery here with T-Mobile Support—how may I assist?
Customer: Hi, I'm calling from Seattle, WA. Can't activate my new phone.
Agent (Avery): I'll walk you through an eSIM reactivation.
Agent (Avery): I'm checking logs and applying updates on my end.
Agent (Avery): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Agent (Avery): I’ve scheduled a callback for tomorrow to confirm.
Customer: Okay, I'll wait for the update."
C739921234,Raleigh,NC,Billing & Payments,Overcharge,880,Resolved on first call,"Agent (Reese): You're speaking with Reese from T-Mobile Care. What can I do for you?
Customer: Hi, I'm calling from Raleigh, NC. My bill jumped by $30 without reason.
Agent (Reese): I'll walk you through an eSIM reactivation.
Customer: That makes sense. What should I try next?
Agent (Reese): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Agent (Reese): We’ve applied the fix—thanks for your patience!
Customer: Thanks, that fixed it."
C870758003,Des Moines,IA,Devices & Orders,Device Setup,435,Goodwill credit issued,"Agent (Avery): Thanks for calling T-Mobile, this is Avery. How can I help you today?
Customer: Hi, I'm calling from Des Moines, IA. Can't activate my new phone.
Agent (Avery): I'm pushing a network refresh; please toggle airplane mode.
Agent (Avery): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Agent (Avery): Glad we could get this resolved on the first call.
Customer: Thanks, that fixed it."
C676300135,Salt Lake City,UT,Billing & Payments,Refund Request,604,Resolved on first call,"Agent (Riley): Thanks for calling T-Mobile, this is Riley. How can I help you today?
Customer: Hi, I'm calling from Salt Lake City, UT. I was promised a credit that hasn't posted.
Agent (Riley): I'll walk you through an eSIM reactivation.
Agent (Riley): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Agent (Riley): We’ve applied the fix—thanks for your patience!
Customer: Thanks, that fixed it."
C553057410,San Francisco,CA,Plans & Features,Plan Change,583,Resolved on first call,"Agent (Alex): Thanks for calling T-Mobile, this is Alex. How can I help you today?
Customer: Hi, I'm calling from San Francisco, CA. I want to add a line for my kid.
Agent (Alex): Thanks for the details. I'll run diagnostics on your line.
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Agent (Alex): I'm checking logs and applying updates on my end.
Agent (Alex): We’ve applied the fix—thanks for your patience!
Customer: Thanks, that fixed it."
C242828666,Kansas City,MO,Plans & Features,Voicemail,556,Replacement device shipped,"Agent (Jamie): You're speaking with Jamie from T-Mobile Care. What can I do for you?
Customer: Hi, I'm calling from Kansas City, MO. I can't set up my voicemail greeting.
Agent (Jamie): I'm pushing a network refresh; please toggle airplane mode.
Agent (Jamie): I'm checking logs and applying updates on my end.
Agent (Jamie): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Agent (Jamie): We’ve applied the fix—thanks for your patience!
Customer: Thanks, that fixed it."
C313309854,Portland,OR,Devices & Orders,Return/Exchange,1175,Replacement device shipped,"Agent (Cameron): Hi, Cameron here with T-Mobile Support—how may I assist?
Customer: Hi, I'm calling from Portland, OR. I need to return a defective device.
Agent (Cameron): I see the issue. I'll file a ticket and apply a credit.
Agent (Cameron): I'm checking logs and applying updates on my end.
Agent (Cameron): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Agent (Cameron): You're all set. Anything else I can do for you today?
Customer: Thanks, that fixed it."
C094463801,Bellevue,WA,Billing & Payments,Payment Failure,353,Resolved on first call,"Agent (Alex): You're speaking with Alex from T-Mobile Care. What can I do for you?
Customer: Hi, I'm calling from Bellevue, WA. My autopay failed even though my card works.
Agent (Alex): I see the issue. I'll file a ticket and apply a credit.
Agent (Alex): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Agent (Alex): Glad we could get this resolved on the first call.
Customer: Thanks, that fixed it."
C062483414,Manchester,NH,Devices & Orders,Return/Exchange,508,Pending customer action,"Agent (Morgan): You're speaking with Morgan from T-Mobile Care. What can I do for you?
Customer: Hi, I'm calling from Manchester, NH. The phone reboots randomly.
Agent (Morgan): I see the issue. I'll file a ticket and apply a credit.
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Agent (Morgan): I'm checking logs and applying updates on my end.
Agent (Morgan): Your ticket is in progress; thanks for your patience.
Customer: Okay, I'll wait for the update."
C113483941,Detroit,MI,Plans & Features,International Roaming,374,Goodwill credit issued,"Agent (Logan): Thanks for calling T-Mobile, this is Logan. How can I help you today?
Customer: Hi, I'm calling from Detroit, MI. Roaming worked, but I got unexpected charges.
Agent (Logan): I'm pushing a network refresh; please toggle airplane mode.
Agent (Logan): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Agent (Logan): You're all set. Anything else I can do for you today?
Customer: Thanks, that fixed it."
C645555423,Chicago,IL,Account & App,Security/Pin Reset,126,Goodwill credit issued,"Agent (Avery): Thanks for calling T-Mobile, this is Avery. How can I help you today?
Customer: Hi, I'm calling from Chicago, IL. Forgot my PIN.
Agent (Avery): I can help with that. Let me pull up your account.
Customer: That makes sense. What should I try next?
Agent (Avery): I'm checking logs and applying updates on my end.
Agent (Avery): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Agent (Avery): I'm checking logs and applying updates on my end.
Agent (Avery): Glad we could get this resolved on the first call.
Customer: Thanks, that fixed it."
C224934404,Manchester,NH,Account & App,Security/Pin Reset,562,Pending customer action,"Agent (Alex): Thanks for calling T-Mobile, this is Alex. How can I help you today?
Customer: Hi, I'm calling from Manchester, NH. Forgot my PIN.
Agent (Alex): I can help with that. Let me pull up your account.
Agent (Alex): I'm checking logs and applying updates on my end.
Agent (Alex): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Agent (Alex): Your ticket is in progress; thanks for your patience.
Customer: Okay, I'll wait for the update."
C838646912,Detroit,MI,Devices & Orders,Return/Exchange,724,Replacement device shipped,"Agent (Harper): Hi, Harper here with T-Mobile Support—how may I assist?
Customer: Hi, I'm calling from Detroit, MI. I need to return a defective device.
Agent (Harper): Thanks for the details. I'll run diagnostics on your line.
Agent (Harper): I'm checking logs and applying updates on my end.
Agent (Harper): I'm checking logs and applying updates on my end.
Agent (Harper): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Agent (Harper): We’ve applied the fix—thanks for your patience!
Customer: Thanks, that fixed it."
C306099810,Jacksonville,FL,Network & Coverage,5G Not Available,946,Goodwill credit issued,"Agent (Hayden): You're speaking with Hayden from T-Mobile Care. What can I do for you?
Customer: Hi, I'm calling from Jacksonville, FL. I only get LTE in a 5G area.
Agent (Hayden): I'll escalate to Tier 2 and set a callback window.
Agent (Hayden): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Agent (Hayden): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Agent (Hayden): We’ve applied the fix—thanks for your patience!
Customer: Thanks, that fixed it."
C479750445,Newark,NJ,Account & App,Security/Pin Reset,651,Goodwill credit issued,"Agent (Quinn): You're speaking with Quinn from T-Mobile Care. What can I do for you?
Customer: Hi, I'm calling from Newark, NJ. Got an alert about a suspicious login.
Agent (Quinn): I can help with that. Let me pull up your account.
Agent (Quinn): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Agent (Quinn): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Agent (Quinn): I'm checking logs and applying updates on my end.
Agent (Quinn): We’ve applied the fix—thanks for your patience!
Customer: Thanks, that fixed it."
C732093717,Minneapolis,MN,Account & App,App Crash,632,Replacement device shipped,"Agent (Casey): You're speaking with Casey from T-Mobile Care. What can I do for you?
Customer: Hi, I'm calling from Minneapolis, MN. Payment screen freezes every time.
Agent (Casey): I'll walk you through an eSIM reactivation.
Agent (Casey): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Agent (Casey): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Agent (Casey): Glad we could get this resolved on the first call.
Customer: Thanks, that fixed it."
C482900935,Tampa,FL,Network & Coverage,Slow Data,792,Replacement device shipped,"Agent (Drew): You're speaking with Drew from T-Mobile Care. What can I do for you?
Customer: Hi, I'm calling from Tampa, FL. Speed tests show under 1 Mbps.
Agent (Drew): I'll escalate to Tier 2 and set a callback window.
Agent (Drew): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Agent (Drew): I'm checking logs and applying updates on my end.
Agent (Drew): I'm checking logs and applying updates on my end.
Agent (Drew): We’ve applied the fix—thanks for your patience!
Customer: Thanks, that fixed it."
C753830572,Brooklyn,NY,Devices & Orders,Return/Exchange,714,Pending vendor response,"Agent (Hayden): Thanks for calling T-Mobile, this is Hayden. How can I help you today?
Customer: Hi, I'm calling from Brooklyn, NY. The phone reboots randomly.
Agent (Hayden): I can help with that. Let me pull up your account.
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Agent (Hayden): I'm checking logs and applying updates on my end.
Agent (Hayden): Your ticket is in progress; thanks for your patience.
Customer: Okay, I'll wait for the update."
C392479883,Rapid City,SD,Devices & Orders,Upgrade Status,1174,Replacement device shipped,"Agent (Sam): Thanks for calling T-Mobile, this is Sam. How can I help you today?
Customer: Hi, I'm calling from Rapid City, SD. Where's my upgrade order now?
Agent (Sam): I'll walk you through an eSIM reactivation.
Agent (Sam): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Agent (Sam): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Agent (Sam): I'm checking logs and applying updates on my end.
Agent (Sam): You're all set. Anything else I can do for you today?
Customer: Thanks, that fixed it."
C804689082,Nashville,TN,Devices & Orders,Order Delay,1216,Escalated to Tier 2,"Agent (Morgan): Thanks for calling T-Mobile, this is Morgan. How can I help you today?
Customer: Hi, I'm calling from Nashville, TN. Tracking hasn't updated in days.
Agent (Morgan): Thanks for the details. I'll run diagnostics on your line.
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Agent (Morgan): I'm checking logs and applying updates on my end.
Agent (Morgan): I'm checking logs and applying updates on my end.
Agent (Morgan): I’ve scheduled a callback for tomorrow to confirm.
Customer: Okay, I'll wait for the update."
C685811053,Dallas,TX,Network & Coverage,Slow Data,619,Resolved on first call,"Agent (Riley): Thanks for calling T-Mobile, this is Riley. How can I help you today?
Customer: Hi, I'm calling from Dallas, TX. My data is crawling at peak times.
Agent (Riley): Thanks for the details. I'll run diagnostics on your line.
Customer: That makes sense. What should I try next?
Agent (Riley): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Agent (Riley): We’ve applied the fix—thanks for your patience!
Customer: Thanks, that fixed it."
