call_id,city,state,category,subcategory,total_seconds,resolution,transcript,csat_1_5,sentiment_score,sentiment_label
C880755564,Newark,NJ,Billing & Payments,Promo Not Applied,438,Goodwill credit issued,"Agent (Parker): Hi, Parker here with T-Mobile Support—how may I assist?
Customer: Hi, I'm calling from Newark, NJ. My bill doesn't reflect the advertised discount.
Agent (Parker): I can help with that. Let me pull up your account.
Customer: That makes sense. What should I try next?
Agent (Parker): I'm checking logs and applying updates on my end.
Agent (Parker): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Agent (Parker): Glad we could get this resolved on the first call.
Customer: Thanks, that fixed it.",5,0.9,positive
C829574569,Richmond,VA,Devices & Orders,Order Delay,1193,Escalated to Tier 2,"Agent (Emerson): You're speaking with Emerson from T-Mobile Care. What can I do for you?
Customer: Hi, I'm calling from Richmond, VA. Tracking hasn't updated in days.
Agent (Emerson): I'll escalate to Tier 2 and set a callback window.
Agent (Emerson): I'm checking logs and applying updates on my end.
Agent (Emerson): I'm checking logs and applying updates on my end.
Agent (Emerson): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Agent (Emerson): Your ticket is in progress; thanks for your patience.
Customer: Okay, I'll wait for the update.",4,0.3,neutral
C840320366,Washington,DC,Billing & Payments,Refund Request,957,Goodwill credit issued,"Agent (Logan): You're speaking with Logan from T-Mobile Care. What can I do for you?
Customer: Hi, I'm calling from Washington, DC. I was promised a credit that hasn't posted.
Agent (Logan): Thanks for the details. I'll run diagnostics on your line.
Agent (Logan): I'm checking logs and applying updates on my end.
Agent (Logan): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Agent (Logan): We’ve applied the fix—thanks for your patience!
Customer: Thanks, that fixed it.",5,0.9,positive
C877830053,Birmingham,AL,Billing & Payments,Payment Failure,795,Replacement device shipped,"Agent (Morgan): Thanks for calling T-Mobile, this is Morgan. How can I help you today?
Customer: Hi, I'm calling from Birmingham, AL. Payment kept getting declined in the app.
Agent (Morgan): I can help with that. Let me pull up your account.
Agent (Morgan): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Agent (Morgan): I'm checking logs and applying updates on my end.
Agent (Morgan): I'm checking logs and applying updates on my end.
Agent (Morgan): I'm checking logs and applying updates on my end.
Agent (Morgan): Glad we could get this resolved on the first call.
Customer: Thanks, that fixed it.",5,0.9,positive
C297782773,Nashville,TN,Network & Coverage,5G Not Available,1608,Callback scheduled,"Agent (Hayden): You're speaking with Hayden from T-Mobile Care. What can I do for you?
Customer: Hi, I'm calling from Nashville, TN. My 5G icon never shows up.
Agent (Hayden): We can expedite shipping on a replacement.
Agent (Hayden): I'm checking logs and applying updates on my end.
Agent (Hayden): I'm checking logs and applying updates on my end.
Agent (Hayden): I'm checking logs and applying updates on my end.
Agent (Hayden): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Agent (Hayden): I’ve scheduled a callback for tomorrow to confirm.
Customer: Okay, I'll wait for the update.",2,-0.15,neutral
C955275850,Las Vegas,NV,Plans & Features,Voicemail,667,Goodwill credit issued,"Agent (Riley): You're speaking with Riley from T-Mobile Care. What can I do for you?
Customer: Hi, I'm calling from Las Vegas, NV. I can't set up my voicemail greeting.
Agent (Riley): Thanks for the details. I'll run diagnostics on your line.
Agent (Riley): I'm checking logs and applying updates on my end.
Agent (Riley): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Agent (Riley): Glad we could get this resolved on the first call.
Customer: Thanks, that fixed it.",5,0.9,positive
C609452107,Honolulu,HI,Account & App,App Crash,362,Replacement device shipped,"Agent (Reese): You're speaking with Reese from T-Mobile Care. What can I do for you?
Customer: Hi, I'm calling from Honolulu, HI. The app crashes on launch.
Agent (Reese): I'll walk you through an eSIM reactivation.
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Agent (Reese): I'm checking logs and applying updates on my end.
Agent (Reese): We’ve applied the fix—thanks for your patience!
Customer: Thanks, that fixed it.",5,0.9,positive
C194776358,Honolulu,HI,Billing & Payments,Payment Failure,749,Replacement device shipped,"Agent (Taylor): Hi, Taylor here with T-Mobile Support—how may I assist?
Customer: Hi, I'm calling from Honolulu, HI. Payment kept getting declined in the app.
Agent (Taylor): Thanks for the details. I'll run diagnostics on your line.
Agent (Taylor): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Agent (Taylor): I'm checking logs and applying updates on my end.
Agent (Taylor): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Agent (Taylor): I’ve scheduled a callback for tomorrow to confirm.
Customer: Okay, I'll wait for the update.",2,-0.3,negative
C444334102,Las Vegas,NV,Devices & Orders,Upgrade Status,975,Replacement device shipped,"Agent (Reese): Hi, Reese here with T-Mobile Support—how may I assist?
Customer: Hi, I'm calling from Las Vegas, NV. Where's my upgrade order now?
Agent (Reese): I'll walk you through an eSIM reactivation.
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Agent (Reese): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Agent (Reese): I'm checking logs and applying updates on my end.
Agent (Reese): Glad we could get this resolved on the first call.
Customer: Thanks, that fixed it.",5,0.9,positive
C113673739,Madison,WI,Account & App,App Crash,797,Resolved on first call,"Agent (Drew): You're speaking with Drew from T-Mobile Care. What can I do for you?
Customer: Hi, I'm calling from Madison, WI. Payment screen freezes every time.
Agent (Drew): I'll walk you through an eSIM reactivation.
Agent (Drew): I'm checking logs and applying updates on my end.
Agent (Drew): I'm checking logs and applying updates on my end.
Agent (Drew): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Agent (Drew): You're all set. Anything else I can do for you today?
Customer: Thanks, that fixed it.",5,0.9,positive
C324367543,Pittsburgh,PA,Network & Coverage,No Service,478,Goodwill credit issued,"Agent (Casey): Hi, Casey here with T-Mobile Support—how may I assist?
Customer: Hi, I'm calling from Pittsburgh, PA. My phone shows no bars at home.
Agent (Casey): I'll walk you through an eSIM reactivation.
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Agent (Casey): I'm checking logs and applying updates on my end.
Agent (Casey): I'm checking logs and applying updates on my end.
Agent (Casey): I'm checking logs and applying updates on my end.
Agent (Casey): I’ve scheduled a callback for tomorrow to confirm.
Customer: Okay, I'll wait for the update.",3,-0.1,neutral
C892576898,Miami,FL,Billing & Payments,Refund Request,994,Resolved on first call,"Agent (Alex): Hi, Alex here with T-Mobile Support—how may I assist?
Customer: Hi, I'm calling from Miami, FL. I returned a phone but haven't seen the refund.
Agent (Alex): I see the issue. I'll file a ticket and apply a credit.
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Agent (Alex): You're all set. Anything else I can do for you today?
Customer: Thanks, that fixed it.",5,0.9,positive
C577752362,Cheyenne,WY,Billing & Payments,Payment Failure,544,Goodwill credit issued,"Agent (Rowan): You're speaking with Rowan from T-Mobile Care. What can I do for you?
Customer: Hi, I'm calling from Cheyenne, WY. My autopay failed even though my card works.
Agent (Rowan): I can help with that. Let me pull up your account.
Agent (Rowan): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Agent (Rowan): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Agent (Rowan): You're all set. Anything else I can do for you today?
Customer: Thanks, that fixed it.",5,0.9,positive
C852025737,Charleston,SC,Account & App,Login Issues,303,Replacement device shipped,"Agent (Sam): Thanks for calling T-Mobile, this is Sam. How can I help you today?
Customer: Hi, I'm calling from Charleston, SC. Two-factor codes aren't arriving.
Agent (Sam): I'll escalate to Tier 2 and set a callback window.
Agent (Sam): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Agent (Sam): I'm checking logs and applying updates on my end.
Agent (Sam): We’ve applied the fix—thanks for your patience!
Customer: Thanks, that fixed it.",5,0.9,positive
C725198590,Nashville,TN,Account & App,eSIM/SIM,498,Pending vendor response,"Agent (Rowan): You're speaking with Rowan from T-Mobile Care. What can I do for you?
Customer: Hi, I'm calling from Nashville, TN. Need help transferring eSIM.
Agent (Rowan): We can expedite shipping on a replacement.
Customer: That makes sense. What should I try next?
Agent (Rowan): I'm checking logs and applying updates on my end.
Agent (Rowan): I'm checking logs and applying updates on my end.
Agent (Rowan): I'm checking logs and applying updates on my end.
Agent (Rowan): I'm checking logs and applying updates on my end.
Agent (Rowan): We’ll follow up once we have an update.
Customer: Okay, I'll wait for the update.",2,-0.15,neutral
C584711308,Burlington,VT,Account & App,Security/Pin Reset,674,Goodwill credit issued,"Agent (Harper): You're speaking with Harper from T-Mobile Care. What can I do for you?
Customer: Hi, I'm calling from Burlington, VT. Got an alert about a suspicious login.
Agent (Harper): I see the issue. I'll file a ticket and apply a credit.
Agent (Harper): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Agent (Harper): We’ve applied the fix—thanks for your patience!
Customer: Thanks, that fixed it.",5,0.9,positive
C798235709,Houston,TX,Plans & Features,Plan Change,494,Replacement device shipped,"Agent (Quinn): You're speaking with Quinn from T-Mobile Care. What can I do for you?
Customer: Hi, I'm calling from Houston, TX. I want to add a line for my kid.
Agent (Quinn): I can help with that. Let me pull up your account.
Customer: That makes sense. What should I try next?
Agent (Quinn): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Agent (Quinn): You're all set. Anything else I can do for you today?
Customer: Thanks, that fixed it.",5,0.9,positive
C199083814,Los Angeles,CA,Account & App,eSIM/SIM,469,Replacement device shipped,"Agent (Alex): You're speaking with Alex from T-Mobile Care. What can I do for you?
Customer: Hi, I'm calling from Los Angeles, CA. Need help transferring eSIM.
Agent (Alex): We can expedite shipping on a replacement.
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Agent (Alex): I'm checking logs and applying updates on my end.
Agent (Alex): Your ticket is in progress; thanks for your patience.
Customer: Okay, I'll wait for the update.",3,0.1,neutral
C976844971,Boise,ID,Network & Coverage,Dropped Calls,842,Goodwill credit issued,"Agent (Sam): You're speaking with Sam from T-Mobile Care. What can I do for you?
Customer: Hi, I'm calling from Boise, ID. Every call with my mom disconnects.
Agent (Sam): I can help with that. Let me pull up your account.
Agent (Sam): I'm checking logs and applying updates on my end.
Agent (Sam): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Agent (Sam): I'm checking logs and applying updates on my end.
Agent (Sam): Your ticket is in progress; thanks for your patience.
Customer: Okay, I'll wait for the update.",2,-0.2,negative
C216535708,Washington,DC,Account & App,App Crash,411,Replacement device shipped,"Agent (Jordan): Hi, Jordan here with T-Mobile Support—how may I assist?
Customer: Hi, I'm calling from Washington, DC. The app crashes on launch.
Agent (Jordan): I can help with that. Let me pull up your account.
Agent (Jordan): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Agent (Jordan): I'm checking logs and applying updates on my end.
Agent (Jordan): I'm checking logs and applying updates on my end.
Agent (Jordan): You're all set. Anything else I can do for you today?
Customer: Thanks, that fixed it.",5,0.9,positive
C365652053,New Orleans,LA,Billing & Payments,Overcharge,571,Resolved on first call,"Agent (Skyler): Thanks for calling T-Mobile, this is Skyler. How can I help you today?
Customer: Hi, I'm calling from New Orleans, LA. I was billed twice for last month.
Agent (Skyler): We can expedite shipping on a replacement.
Agent (Skyler): I'm checking logs and applying updates on my end.
Agent (Skyler): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Agent (Skyler): You're all set. Anything else I can do for you today?
Customer: Thanks, that fixed it.",4,0.8,positive
C973292365,Miami,FL,Devices & Orders,Device Setup,996,Replacement device shipped,"Agent (Reese): Hi, Reese here with T-Mobile Support—how may I assist?
Customer: Hi, I'm calling from Miami, FL. Can't activate my new phone.
Agent (Reese): I see the issue. I'll file a ticket and apply a credit.
Agent (Reese): I'm checking logs and applying updates on my end.
Agent (Reese): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Agent (Reese): I'm checking logs and applying updates on my end.
Agent (Reese): Glad we could get this resolved on the first call.
Customer: Thanks, that fixed it.",5,0.85,positive
C541626315,Philadelphia,PA,Plans & Features,Voicemail,476,Pending vendor response,"Agent (Cameron): Thanks for calling T-Mobile, this is Cameron. How can I help you today?
Customer: Hi, I'm calling from Philadelphia, PA. Visual voicemail isn't loading.
Agent (Cameron): I'm pushing a network refresh; please toggle airplane mode.
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Agent (Cameron): Your ticket is in progress; thanks for your patience.
Customer: Okay, I'll wait for the update.",2,-0.2,neutral
C509797311,Austin,TX,Account & App,App Crash,397,Resolved on first call,"Agent (Emerson): Hi, Emerson here with T-Mobile Support—how may I assist?
Customer: Hi, I'm calling from Austin, TX. The app crashes on launch.
Agent (Emerson): I'm pushing a network refresh; please toggle airplane mode.
Customer: That makes sense. What should I try next?
Agent (Emerson): I'm checking logs and applying updates on my end.
Agent (Emerson): I'm checking logs and applying updates on my end.
Agent (Emerson): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Agent (Emerson): Your ticket is in progress; thanks for your patience.
Customer: Okay, I'll wait for the update.",2,-0.1,neutral
C441734420,Albuquerque,NM,Devices & Orders,Order Delay,705,Goodwill credit issued,"Agent (Morgan): You're speaking with Morgan from T-Mobile Care. What can I do for you?
Customer: Hi, I'm calling from Albuquerque, NM. Tracking hasn't updated in days.
Agent (Morgan): I'll escalate to Tier 2 and set a callback window.
Customer: That makes sense. What should I try next?
Agent (Morgan): I'm checking logs and applying updates on my end.
Agent (Morgan): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Agent (Morgan): I'm checking logs and applying updates on my end.
Agent (Morgan): We’ve applied the fix—thanks for your patience!
Customer: Thanks, that fixed it.",5,0.9,positive
C605977131,Indianapolis,IN,Billing & Payments,Promo Not Applied,458,Resolved after escalation,"Agent (Sam): Hi, Sam here with T-Mobile Support—how may I assist?
Customer: Hi, I'm calling from Indianapolis, IN. My bill doesn't reflect the advertised discount.
Agent (Sam): Thanks for the details. I'll run diagnostics on your line.
Customer: That makes sense. What should I try next?
Agent (Sam): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Agent (Sam): I’ve scheduled a callback for tomorrow to confirm.
Customer: Okay, I'll wait for the update.",2,-0.3,negative
C897036654,Baltimore,MD,Network & Coverage,Slow Data,1600,Callback scheduled,"Agent (Riley): Hi, Riley here with T-Mobile Support—how may I assist?
Customer: Hi, I'm calling from Baltimore, MD. Speed tests show under 1 Mbps.
Agent (Riley): I'll escalate to Tier 2 and set a callback window.
Agent (Riley): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Agent (Riley): I'm checking logs and applying updates on my end.
Agent (Riley): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Agent (Riley): We’ll follow up once we have an update.
Customer: Okay, I'll wait for the update.",2,-0.15,neutral
C745889725,Bellevue,WA,Billing & Payments,Overcharge,440,Escalated to Tier 2,"Agent (Drew): Hi, Drew here with T-Mobile Support—how may I assist?
Customer: Hi, I'm calling from Bellevue, WA. My bill jumped by $30 without reason.
Agent (Drew): I'm pushing a network refresh; please toggle airplane mode.
Customer: That makes sense. What should I try next?
Agent (Drew): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Agent (Drew): I'm checking logs and applying updates on my end.
Agent (Drew): Your ticket is in progress; thanks for your patience.
Customer: Okay, I'll wait for the update.",2,-0.3,negative
C194799106,Providence,RI,Account & App,eSIM/SIM,697,Resolved on first call,"Agent (Cameron): Hi, Cameron here with T-Mobile Support—how may I assist?
Customer: Hi, I'm calling from Providence, RI. SIM not recognized after update.
Agent (Cameron): We can expedite shipping on a replacement.
Agent (Cameron): I'm checking logs and applying updates on my end.
Agent (Cameron): I'm checking logs and applying updates on my end.
Agent (Cameron): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Agent (Cameron): Glad we could get this resolved on the first call.
Customer: Thanks, that fixed it.",5,0.9,positive
C058664136,Salt Lake City,UT,Plans & Features,Hotspot Issues,620,Escalated to Tier 2,"Agent (Jordan): Thanks for calling T-Mobile, this is Jordan. How can I help you today?
Customer: Hi, I'm calling from Salt Lake City, UT. Hotspot disconnects frequently.
Agent (Jordan): I see the issue. I'll file a ticket and apply a credit.
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Agent (Jordan): Your ticket is in progress; thanks for your patience.
Customer: Okay, I'll wait for the update.",4,0.35,positive
C184937842,Savannah,GA,Account & App,Security/Pin Reset,386,Resolved on first call,"Agent (Quinn): You're speaking with Quinn from T-Mobile Care. What can I do for you?
Customer: Hi, I'm calling from Savannah, GA. Got an alert about a suspicious login.
Agent (Quinn): We can expedite shipping on a replacement.
Customer: That makes sense. What should I try next?
Agent (Quinn): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Agent (Quinn): I'm checking logs and applying updates on my end.
Agent (Quinn): Glad we could get this resolved on the first call.
Customer: Thanks, that fixed it.",5,0.9,positive
C003416976,Minneapolis,MN,Account & App,Login Issues,736,Replacement device shipped,"Agent (Reese): You're speaking with Reese from T-Mobile Care. What can I do for you?
Customer: Hi, I'm calling from Minneapolis, MN. Locked out of my account.
Agent (Reese): Thanks for the details. I'll run diagnostics on your line.
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Agent (Reese): I'm checking logs and applying updates on my end.
Agent (Reese): We’ll follow up once we have an update.
Customer: Okay, I'll wait for the update.",2,-0.1,neutral
C592397388,Philadelphia,PA,Devices & Orders,Return/Exchange,1267,Replacement device shipped,"Agent (Riley): You're speaking with Riley from T-Mobile Care. What can I do for you?
Customer: Hi, I'm calling from Philadelphia, PA. I need to return a defective device.
Agent (Riley): I'll escalate to Tier 2 and set a callback window.
Agent (Riley): I'm checking logs and applying updates on my end.
Agent (Riley): I'm checking logs and applying updates on my end.
Agent (Riley): I'm checking logs and applying updates on my end.
Agent (Riley): I'm checking logs and applying updates on my end.
Agent (Riley): We’ve applied the fix—thanks for your patience!
Customer: Thanks, that fixed it.",5,0.9,positive
C556169381,Providence,RI,Network & Coverage,5G Not Available,826,Replacement device shipped,"Agent (Jordan): You're speaking with Jordan from T-Mobile Care. What can I do for you?
Customer: Hi, I'm calling from Providence, RI. I only get LTE in a 5G area.
Agent (Jordan): I see the issue. I'll file a ticket and apply a credit.
Agent (Jordan): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Agent (Jordan): We’ve applied the fix—thanks for your patience!
Customer: Thanks, that fixed it.",5,0.9,positive
C596835396,Buffalo,NY,Devices & Orders,Return/Exchange,965,Goodwill credit issued,"Agent (Casey): You're speaking with Casey from T-Mobile Care. What can I do for you?
Customer: Hi, I'm calling from Buffalo, NY. I need to return a defective device.
Agent (Casey): I can help with that. Let me pull up your account.
Customer: That makes sense. What should I try next?
Agent (Casey): I'm checking logs and applying updates on my end.
Agent (Casey): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Agent (Casey): Glad we could get this resolved on the first call.
Customer: Thanks, that fixed it.",5,0.9,positive
C195011028,Columbus,OH,Network & Coverage,No Service,1498,Resolved after escalation,"Agent (Alex): Thanks for calling T-Mobile, this is Alex. How can I help you today?
Customer: Hi, I'm calling from Columbus, OH. My phone shows no bars at home.
Agent (Alex): I can help with that. Let me pull up your account.
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Agent (Alex): Your ticket is in progress; thanks for your patience.
Customer: Okay, I'll wait for the update.",2,-0.4,negative
C292549148,Seattle,WA,Network & Coverage,5G Not Available,758,Pending customer action,"Agent (Reese): You're speaking with Reese from T-Mobile Care. What can I do for you?
Customer: Hi, I'm calling from Seattle, WA. I only get LTE in a 5G area.
Agent (Reese): I'm pushing a network refresh; please toggle airplane mode.
Customer: That makes sense. What should I try next?
Agent (Reese): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Agent (Reese): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Agent (Reese): I’ve scheduled a callback for tomorrow to confirm.
Customer: Okay, I'll wait for the update.",2,0.1,neutral
C104254003,Washington,DC,Billing & Payments,Promo Not Applied,539,Replacement device shipped,"Agent (Cameron): Thanks for calling T-Mobile, this is Cameron. How can I help you today?
Customer: Hi, I'm calling from Washington, DC. My bill doesn't reflect the advertised discount.
Agent (Cameron): I'll walk you through an eSIM reactivation.
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Agent (Cameron): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Agent (Cameron): We’ve applied the fix—thanks for your patience!
Customer: Thanks, that fixed it.",5,0.9,positive
C105441897,Atlanta,GA,Billing & Payments,Payment Failure,881,Replacement device shipped,"Agent (Rowan): Thanks for calling T-Mobile, this is Rowan. How can I help you today?
Customer: Hi, I'm calling from Atlanta, GA. My autopay failed even though my card works.
Agent (Rowan): I'll escalate to Tier 2 and set a callback window.
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Agent (Rowan): I'm checking logs and applying updates on my end.
Agent (Rowan): I'm checking logs and applying updates on my end.
Agent (Rowan): I'm checking logs and applying updates on my end.
Agent (Rowan): You're all set. Anything else I can do for you today?
Customer: Thanks, that fixed it.",5,0.9,positive
