call_id,city,state,category,subcategory,total_seconds,resolution,transcript,csat_1_5,sentiment_score,sentiment_label
C914806488,Des Moines,IA,Billing & Payments,Overcharge,694,Replacement device shipped,"Agent (Parker): Thanks for calling T-Mobile, this is Parker. How can I help you today?
Customer: Hi, I'm calling from Des Moines, IA. My bill jumped by $30 without reason.
Agent (Parker): I'll escalate to Tier 2 and set a callback window.
Agent (Parker): I'm checking logs and applying updates on my end.
Agent (Parker): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Agent (Parker): You're all set. Anything else I can do for you today?
Customer: Thanks, that fixed it.",5,0.8,positive
C094889716,Detroit,MI,Devices & Orders,Device Setup,797,Replacement device shipped,"Agent (Quinn): Hi, Quinn here with T-Mobile Support—how may I assist?
Customer: Hi, I'm calling from Detroit, MI. Wi‑Fi calling won't enable.
Agent (Quinn): I can help with that. Let me pull up your account.
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Agent (Quinn): I'm checking logs and applying updates on my end.
Agent (Quinn): Glad we could get this resolved on the first call.
Customer: Thanks, that fixed it.",5,0.9,positive
C040216882,Charlotte,NC,Network & Coverage,Dropped Calls,427,Replacement device shipped,"Agent (Skyler): Thanks for calling T-Mobile, this is Skyler. How can I help you today?
Customer: Hi, I'm calling from Charlotte, NC. Calls drop after a couple minutes.
Agent (Skyler): I see the issue. I'll file a ticket and apply a credit.
Agent (Skyler): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Agent (Skyler): I'm checking logs and applying updates on my end.
Agent (Skyler): We’ll follow up once we have an update.
Customer: Okay, I'll wait for the update.",4,0.5,positive
C229286634,Honolulu,HI,Network & Coverage,5G Not Available,1158,Resolved on first call,"Agent (Riley): Hi, Riley here with T-Mobile Support—how may I assist?
Customer: Hi, I'm calling from Honolulu, HI. My 5G icon never shows up.
Agent (Riley): I'll escalate to Tier 2 and set a callback window.
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Agent (Riley): I'm checking logs and applying updates on my end.
Agent (Riley): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Agent (Riley): You're all set. Anything else I can do for you today?
Customer: Thanks, that fixed it.",5,0.9,positive
C014379422,Indianapolis,IN,Plans & Features,Voicemail,600,Replacement device shipped,"Agent (Jamie): You're speaking with Jamie from T-Mobile Care. What can I do for you?
Customer: Hi, I'm calling from Indianapolis, IN. Visual voicemail isn't loading.
Agent (Jamie): I'll walk you through an eSIM reactivation.
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Agent (Jamie): I'm checking logs and applying updates on my end.
Agent (Jamie): You're all set. Anything else I can do for you today?
Customer: Thanks, that fixed it.",5,0.9,positive
C733637558,Phoenix,AZ,Account & App,eSIM/SIM,858,Goodwill credit issued,"Agent (Cameron): Thanks for calling T-Mobile, this is Cameron. How can I help you today?
Customer: Hi, I'm calling from Phoenix, AZ. SIM not recognized after update.
Agent (Cameron): We can expedite shipping on a replacement.
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Agent (Cameron): I'm checking logs and applying updates on my end.
Agent (Cameron): We’ve applied the fix—thanks for your patience!
Customer: Thanks, that fixed it.",5,0.9,positive
C859679524,Richmond,VA,Network & Coverage,Dropped Calls,614,Replacement device shipped,"Agent (Quinn): You're speaking with Quinn from T-Mobile Care. What can I do for you?
Customer: Hi, I'm calling from Richmond, VA. Calls drop after a couple minutes.
Agent (Quinn): We can expedite shipping on a replacement.
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Agent (Quinn): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Agent (Quinn): We’ve applied the fix—thanks for your patience!
Customer: Thanks, that fixed it.",5,0.9,positive
C189038058,Orlando,FL,Network & Coverage,No Service,1389,Callback scheduled,"Agent (Hayden): Thanks for calling T-Mobile, this is Hayden. How can I help you today?
Customer: Hi, I'm calling from Orlando, FL. I can't place calls since yesterday.
Agent (Hayden): I see the issue. I'll file a ticket and apply a credit.
Customer: That makes sense. What should I try next?
Agent (Hayden): I'm checking logs and applying updates on my end.
Agent (Hayden): I'm checking logs and applying updates on my end.
Agent (Hayden): I’ve scheduled a callback for tomorrow to confirm.
Customer: Okay, I'll wait for the update.",2,-0.3,negative
C975252541,Tampa,FL,Billing & Payments,Payment Failure,605,Goodwill credit issued,"Agent (Skyler): Hi, Skyler here with T-Mobile Support—how may I assist?
Customer: Hi, I'm calling from Tampa, FL. Payment kept getting declined in the app.
Agent (Skyler): Thanks for the details. I'll run diagnostics on your line.
Customer: That makes sense. What should I try next?
Agent (Skyler): I'm checking logs and applying updates on my end.
Agent (Skyler): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Agent (Skyler): I'm checking logs and applying updates on my end.
Agent (Skyler): Glad we could get this resolved on the first call.
Customer: Thanks, that fixed it.",5,0.9,positive
C910942865,Pittsburgh,PA,Devices & Orders,Return/Exchange,735,Goodwill credit issued,"Agent (Riley): Hi, Riley here with T-Mobile Support—how may I assist?
Customer: Hi, I'm calling from Pittsburgh, PA. I need to return a defective device.
Agent (Riley): We can expedite shipping on a replacement.
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Agent (Riley): I'm checking logs and applying updates on my end.
Agent (Riley): I’ve scheduled a callback for tomorrow to confirm.
Customer: Okay, I'll wait for the update.",3,0.2,neutral
C056967810,Anchorage,AK,Plans & Features,Hotspot Issues,876,Resolved on first call,"Agent (Harper): You're speaking with Harper from T-Mobile Care. What can I do for you?
Customer: Hi, I'm calling from Anchorage, AK. Laptop won't get internet from hotspot.
Agent (Harper): We can expedite shipping on a replacement.
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Agent (Harper): I'm checking logs and applying updates on my end.
Agent (Harper): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Agent (Harper): We’ve applied the fix—thanks for your patience!
Customer: Thanks, that fixed it.",5,0.9,positive
C034629070,San Antonio,TX,Account & App,App Crash,421,Resolved on first call,"Agent (Hayden): You're speaking with Hayden from T-Mobile Care. What can I do for you?
Customer: Hi, I'm calling from San Antonio, TX. Payment screen freezes every time.
Agent (Hayden): Thanks for the details. I'll run diagnostics on your line.
Agent (Hayden): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Agent (Hayden): Glad we could get this resolved on the first call.
Customer: Thanks, that fixed it.",5,0.9,positive
C933907791,Richmond,VA,Devices & Orders,Upgrade Status,628,Goodwill credit issued,"Agent (Jordan): Hi, Jordan here with T-Mobile Support—how may I assist?
Customer: Hi, I'm calling from Richmond, VA. I want to confirm my trade-in was received.
Agent (Jordan): I'll escalate to Tier 2 and set a callback window.
Agent (Jordan): I'm checking logs and applying updates on my end.
Agent (Jordan): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Agent (Jordan): We’ve applied the fix—thanks for your patience!
Customer: Thanks, that fixed it.",5,0.9,positive
C921828742,Pittsburgh,PA,Plans & Features,Plan Change,531,Replacement device shipped,"Agent (Jordan): Hi, Jordan here with T-Mobile Support—how may I assist?
Customer: Hi, I'm calling from Pittsburgh, PA. I want to add a line for my kid.
Agent (Jordan): I'll walk you through an eSIM reactivation.
Agent (Jordan): I'm checking logs and applying updates on my end.
Agent (Jordan): I'm checking logs and applying updates on my end.
Agent (Jordan): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Agent (Jordan): Glad we could get this resolved on the first call.
Customer: Thanks, that fixed it.",5,0.9,positive
C879424640,Philadelphia,PA,Devices & Orders,Upgrade Status,415,Callback scheduled,"Agent (Drew): You're speaking with Drew from T-Mobile Care. What can I do for you?
Customer: Hi, I'm calling from Philadelphia, PA. Where's my upgrade order now?
Agent (Drew): I can help with that. Let me pull up your account.
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Agent (Drew): I'm checking logs and applying updates on my end.
Agent (Drew): I’ve scheduled a callback for tomorrow to confirm.
Customer: Okay, I'll wait for the update.",2,0.05,neutral
C505254191,Boston,MA,Devices & Orders,Order Delay,1312,Pending customer action,"Agent (Alex): Thanks for calling T-Mobile, this is Alex. How can I help you today?
Customer: Hi, I'm calling from Boston, MA. Tracking hasn't updated in days.
Agent (Alex): I'll walk you through an eSIM reactivation.
Customer: That makes sense. What should I try next?
Agent (Alex): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Agent (Alex): I'm checking logs and applying updates on my end.
Agent (Alex): I'm checking logs and applying updates on my end.
Agent (Alex): Your ticket is in progress; thanks for your patience.
Customer: Okay, I'll wait for the update.",3,0.2,neutral
C555130524,Des Moines,IA,Plans & Features,Hotspot Issues,554,Replacement device shipped,"Agent (Jamie): Thanks for calling T-Mobile, this is Jamie. How can I help you today?
Customer: Hi, I'm calling from Des Moines, IA. Laptop won't get internet from hotspot.
Agent (Jamie): I'm pushing a network refresh; please toggle airplane mode.
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Agent (Jamie): I'm checking logs and applying updates on my end.
Agent (Jamie): I'm checking logs and applying updates on my end.
Agent (Jamie): Glad we could get this resolved on the first call.
Customer: Thanks, that fixed it.",5,0.9,positive
C290264718,Minneapolis,MN,Billing & Payments,Payment Failure,998,Goodwill credit issued,"Agent (Quinn): You're speaking with Quinn from T-Mobile Care. What can I do for you?
Customer: Hi, I'm calling from Minneapolis, MN. My autopay failed even though my card works.
Agent (Quinn): I'm pushing a network refresh; please toggle airplane mode.
Agent (Quinn): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Agent (Quinn): I'm checking logs and applying updates on my end.
Agent (Quinn): I'm checking logs and applying updates on my end.
Agent (Quinn): You're all set. Anything else I can do for you today?
Customer: Thanks, that fixed it.",5,0.9,positive
C618896291,Boise,ID,Network & Coverage,Dropped Calls,1148,Resolved on first call,"Agent (Riley): You're speaking with Riley from T-Mobile Care. What can I do for you?
Customer: Hi, I'm calling from Boise, ID. Calls drop after a couple minutes.
Agent (Riley): I'll walk you through an eSIM reactivation.
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Agent (Riley): I'm checking logs and applying updates on my end.
Agent (Riley): Glad we could get this resolved on the first call.
Customer: Thanks, that fixed it.",5,0.9,positive
C476865966,Albuquerque,NM,Account & App,App Crash,629,Goodwill credit issued,"Agent (Quinn): You're speaking with Quinn from T-Mobile Care. What can I do for you?
Customer: Hi, I'm calling from Albuquerque, NM. The app crashes on launch.
Agent (Quinn): We can expedite shipping on a replacement.
Agent (Quinn): I'm checking logs and applying updates on my end.
Agent (Quinn): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Agent (Quinn): We’ve applied the fix—thanks for your patience!
Customer: Thanks, that fixed it.",5,0.95,positive
C524079461,Los Angeles,CA,Account & App,App Crash,635,Resolved on first call,"Agent (Quinn): Hi, Quinn here with T-Mobile Support—how may I assist?
Customer: Hi, I'm calling from Los Angeles, CA. Payment screen freezes every time.
Agent (Quinn): We can expedite shipping on a replacement.
Customer: That makes sense. What should I try next?
Agent (Quinn): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Agent (Quinn): You're all set. Anything else I can do for you today?
Customer: Thanks, that fixed it.",5,0.9,positive
C510645490,Austin,TX,Network & Coverage,Dropped Calls,1438,Replacement device shipped,"Agent (Reese): You're speaking with Reese from T-Mobile Care. What can I do for you?
Customer: Hi, I'm calling from Austin, TX. Calls drop after a couple minutes.
Agent (Reese): I'm pushing a network refresh; please toggle airplane mode.
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Agent (Reese): Your ticket is in progress; thanks for your patience.
Customer: Okay, I'll wait for the update.",2,-0.3,negative
C400410918,Washington,DC,Billing & Payments,Promo Not Applied,786,Replacement device shipped,"Agent (Morgan): You're speaking with Morgan from T-Mobile Care. What can I do for you?
Customer: Hi, I'm calling from Washington, DC. My bill doesn't reflect the advertised discount.
Agent (Morgan): I'm pushing a network refresh; please toggle airplane mode.
Customer: That makes sense. What should I try next?
Agent (Morgan): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Agent (Morgan): I'm checking logs and applying updates on my end.
Agent (Morgan): Glad we could get this resolved on the first call.
Customer: Thanks, that fixed it.",5,0.9,positive
C527258393,Columbus,OH,Devices & Orders,Device Setup,462,Goodwill credit issued,"Agent (Morgan): You're speaking with Morgan from T-Mobile Care. What can I do for you?
Customer: Hi, I'm calling from Columbus, OH. Wi‑Fi calling won't enable.
Agent (Morgan): We can expedite shipping on a replacement.
Agent (Morgan): I'm checking logs and applying updates on my end.
Agent (Morgan): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Agent (Morgan): I'm checking logs and applying updates on my end.
Agent (Morgan): I'm checking logs and applying updates on my end.
Agent (Morgan): Glad we could get this resolved on the first call.
Customer: Thanks, that fixed it.",5,0.9,positive
C777218394,San Diego,CA,Plans & Features,International Roaming,835,Goodwill credit issued,"Agent (Jamie): Hi, Jamie here with T-Mobile Support—how may I assist?
Customer: Hi, I'm calling from San Diego, CA. Roaming worked, but I got unexpected charges.
Agent (Jamie): We can expedite shipping on a replacement.
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Agent (Jamie): I'm checking logs and applying updates on my end.
Agent (Jamie): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Agent (Jamie): Glad we could get this resolved on the first call.
Customer: Thanks, that fixed it.",5,0.9,positive
C246602691,Providence,RI,Billing & Payments,Payment Failure,904,Resolved after escalation,"Agent (Skyler): You're speaking with Skyler from T-Mobile Care. What can I do for you?
Customer: Hi, I'm calling from Providence, RI. My autopay failed even though my card works.
Agent (Skyler): I see the issue. I'll file a ticket and apply a credit.
Agent (Skyler): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Agent (Skyler): I’ve scheduled a callback for tomorrow to confirm.
Customer: Okay, I'll wait for the update.",4,0.4,positive
C148637712,Nashville,TN,Billing & Payments,Overcharge,790,Replacement device shipped,"Agent (Sam): Hi, Sam here with T-Mobile Support—how may I assist?
Customer: Hi, I'm calling from Nashville, TN. My bill jumped by $30 without reason.
Agent (Sam): I can help with that. Let me pull up your account.
Agent (Sam): I'm checking logs and applying updates on my end.
Agent (Sam): I'm checking logs and applying updates on my end.
Agent (Sam): I'm checking logs and applying updates on my end.
Agent (Sam): I'm checking logs and applying updates on my end.
Agent (Sam): Glad we could get this resolved on the first call.
Customer: Thanks, that fixed it.",5,0.85,positive
C055221053,Boston,MA,Billing & Payments,Overcharge,600,Goodwill credit issued,"Agent (Riley): You're speaking with Riley from T-Mobile Care. What can I do for you?
Customer: Hi, I'm calling from Boston, MA. My bill jumped by $30 without reason.
Agent (Riley): We can expedite shipping on a replacement.
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Agent (Riley): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Agent (Riley): We’ve applied the fix—thanks for your patience!
Customer: Thanks, that fixed it.",4,0.8,positive
C697735382,Tampa,FL,Network & Coverage,Dropped Calls,1220,Replacement device shipped,"Agent (Jordan): Thanks for calling T-Mobile, this is Jordan. How can I help you today?
Customer: Hi, I'm calling from Tampa, FL. Calls drop after a couple minutes.
Agent (Jordan): I can help with that. Let me pull up your account.
Customer: That makes sense. What should I try next?
Agent (Jordan): I'm checking logs and applying updates on my end.
Agent (Jordan): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Agent (Jordan): We’ve applied the fix—thanks for your patience!
Customer: Thanks, that fixed it.",5,0.9,positive
C315743692,Spokane,WA,Devices & Orders,Return/Exchange,634,Callback scheduled,"Agent (Jordan): You're speaking with Jordan from T-Mobile Care. What can I do for you?
Customer: Hi, I'm calling from Spokane, WA. The phone reboots randomly.
Agent (Jordan): I'm pushing a network refresh; please toggle airplane mode.
Agent (Jordan): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Agent (Jordan): We’ll follow up once we have an update.
Customer: Okay, I'll wait for the update.",2,-0.3,negative
C700175754,Newark,NJ,Network & Coverage,Dropped Calls,498,Pending vendor response,"Agent (Rowan): Hi, Rowan here with T-Mobile Support—how may I assist?
Customer: Hi, I'm calling from Newark, NJ. Every call with my mom disconnects.
Agent (Rowan): I'm pushing a network refresh; please toggle airplane mode.
Agent (Rowan): I'm checking logs and applying updates on my end.
Agent (Rowan): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Agent (Rowan): We’ll follow up once we have an update.
Customer: Okay, I'll wait for the update.",2,-0.3,negative
C472401985,Salt Lake City,UT,Account & App,Security/Pin Reset,428,Replacement device shipped,"Agent (Parker): Hi, Parker here with T-Mobile Support—how may I assist?
Customer: Hi, I'm calling from Salt Lake City, UT. Forgot my PIN.
Agent (Parker): I see the issue. I'll file a ticket and apply a credit.
Agent (Parker): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Agent (Parker): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Agent (Parker): We’ve applied the fix—thanks for your patience!
Customer: Thanks, that fixed it.",5,0.9,positive
C895952322,New Orleans,LA,Plans & Features,Hotspot Issues,510,Resolved on first call,"Agent (Logan): Hi, Logan here with T-Mobile Support—how may I assist?
Customer: Hi, I'm calling from New Orleans, LA. Laptop won't get internet from hotspot.
Agent (Logan): I'll escalate to Tier 2 and set a callback window.
Customer: That makes sense. What should I try next?
Customer: That makes sense. What should I try next?
Agent (Logan): I'm checking logs and applying updates on my end.
Agent (Logan): Glad we could get this resolved on the first call.
Customer: Thanks, that fixed it.",5,0.9,positive
C513610656,Charleston,SC,Billing & Payments,Overcharge,718,Resolved after escalation,"Agent (Avery): Hi, Avery here with T-Mobile Support—how may I assist?
Customer: Hi, I'm calling from Charleston, SC. I was billed twice for last month.
Agent (Avery): I can help with that. Let me pull up your account.
Agent (Avery): I'm checking logs and applying updates on my end.
Agent (Avery): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Agent (Avery): I’ve scheduled a callback for tomorrow to confirm.
Customer: Okay, I'll wait for the update.",3,0.1,neutral
C600603207,Birmingham,AL,Billing & Payments,Overcharge,944,Goodwill credit issued,"Agent (Morgan): Hi, Morgan here with T-Mobile Support—how may I assist?
Customer: Hi, I'm calling from Birmingham, AL. I was billed twice for last month.
Agent (Morgan): I'll walk you through an eSIM reactivation.
Agent (Morgan): I'm checking logs and applying updates on my end.
Agent (Morgan): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Agent (Morgan): We’ve applied the fix—thanks for your patience!
Customer: Thanks, that fixed it.",5,0.9,positive
C340815875,Nashville,TN,Billing & Payments,Payment Failure,608,Replacement device shipped,"Agent (Riley): You're speaking with Riley from T-Mobile Care. What can I do for you?
Customer: Hi, I'm calling from Nashville, TN. My autopay failed even though my card works.
Agent (Riley): I'll walk you through an eSIM reactivation.
Customer: That makes sense. What should I try next?
Agent (Riley): I'm checking logs and applying updates on my end.
Agent (Riley): I'm checking logs and applying updates on my end.
Agent (Riley): Glad we could get this resolved on the first call.
Customer: Thanks, that fixed it.",5,0.9,positive
C129739505,Charlotte,NC,Account & App,Security/Pin Reset,711,Goodwill credit issued,"Agent (Sam): You're speaking with Sam from T-Mobile Care. What can I do for you?
Customer: Hi, I'm calling from Charlotte, NC. Forgot my PIN.
Agent (Sam): I'll walk you through an eSIM reactivation.
Customer: That makes sense. What should I try next?
Agent (Sam): I'm checking logs and applying updates on my end.
Agent (Sam): I'm checking logs and applying updates on my end.
Agent (Sam): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Agent (Sam): We’ve applied the fix—thanks for your patience!
Customer: Thanks, that fixed it.",5,0.95,positive
C892124970,Richmond,VA,Account & App,Login Issues,332,Resolved on first call,"Agent (Cameron): Hi, Cameron here with T-Mobile Support—how may I assist?
Customer: Hi, I'm calling from Richmond, VA. Two-factor codes aren't arriving.
Agent (Cameron): Thanks for the details. I'll run diagnostics on your line.
Agent (Cameron): I'm checking logs and applying updates on my end.
Agent (Cameron): I'm checking logs and applying updates on my end.
Agent (Cameron): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Agent (Cameron): I'm checking logs and applying updates on my end.
Agent (Cameron): I’ve scheduled a callback for tomorrow to confirm.
Customer: Okay, I'll wait for the update.",2,-0.2,mixed
C546604226,Dallas,TX,Plans & Features,Voicemail,954,Resolved on first call,"Agent (Quinn): You're speaking with Quinn from T-Mobile Care. What can I do for you?
Customer: Hi, I'm calling from Dallas, TX. Visual voicemail isn't loading.
Agent (Quinn): I see the issue. I'll file a ticket and apply a credit.
Customer: That makes sense. What should I try next?
Agent (Quinn): I'm checking logs and applying updates on my end.
Agent (Quinn): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Agent (Quinn): You're all set. Anything else I can do for you today?
Customer: Thanks, that fixed it.",5,0.9,positive
C537251261,Charlotte,NC,Devices & Orders,Device Setup,784,Callback scheduled,"Agent (Hayden): Thanks for calling T-Mobile, this is Hayden. How can I help you today?
Customer: Hi, I'm calling from Charlotte, NC. Can't activate my new phone.
Agent (Hayden): I see the issue. I'll file a ticket and apply a credit.
Customer: That makes sense. What should I try next?
Agent (Hayden): I'm checking logs and applying updates on my end.
Customer: That makes sense. What should I try next?
Agent (Hayden): Your ticket is in progress; thanks for your patience.
Customer: Okay, I'll wait for the update.",3,-0.1,neutral
